hari,Time,latency_ms,packet_loss_percent,bits_sent_mbps,bits_received_mbps,total_traffic_mbps,latency_z,packet_loss_z,total_traffic_z,cluster_raw,tingkat_gangguan
Kamis,2026-07-09 09:36:00,1.1433333333333333,0.0,1.5,22.6,24.1,-0.3042159972470852,-0.12446097204675334,0.8367182697473994,0,Rendah
Kamis,2026-07-09 09:39:00,1.5066666666666666,0.0,1.64,25.7,27.34,0.217647236847184,-0.12446097204675334,1.0871568410547665,0,Rendah
Kamis,2026-07-09 09:42:00,1.21,0.0,1.22,21.9,23.119999999999997,-0.2084612753949257,-0.12446097204675334,0.7609683315124547,0,Rendah
Kamis,2026-07-09 09:45:00,1.0766666666666669,0.0,1.37,20.2,21.57,-0.3999707190992443,-0.12446097204675334,0.6411597557326958,0,Rendah
Kamis,2026-07-09 09:48:00,1.3333333333333333,0.0,1.17,18.5,19.67,-0.03131503996843069,-0.12446097204675334,0.49429763058331383,0,Rendah
Kamis,2026-07-09 09:51:00,1.14,0.0,1.1,20.7,21.8,-0.3090037333396933,-0.12446097204675334,0.6589378024613053,0,Rendah
Kamis,2026-07-09 09:54:00,1.0636666666666665,0.0,1.2,21.4,22.599999999999998,-0.4186428898604159,-0.12446097204675334,0.7207744867347291,0,Rendah
Kamis,2026-07-09 09:57:00,1.4766666666666666,0.0,1.2,22.5,23.7,0.1745576120137122,-0.12446097204675334,0.8057999276106872,0,Rendah
Kamis,2026-07-09 10:00:00,0.9203333333333333,0.0,1.27,23.8,25.07,-0.6245155418425586,-0.12446097204675334,0.911695249428926,0,Rendah
Kamis,2026-07-09 10:03:00,1.46,0.0,1.33,26.4,27.729999999999997,0.1506189315506724,-0.12446097204675334,1.1173022246380606,0,Rendah
Kamis,2026-07-09 10:06:00,1.087,0.0,1.01,20.5,21.51,-0.38512873721215996,-0.12446097204675334,0.6365220044121891,0,Rendah
Kamis,2026-07-09 10:09:00,1.2,0.0,1.09,20.6,21.69,-0.22282448367274965,-0.12446097204675334,0.6504352583737095,0,Rendah
Kamis,2026-07-09 10:12:00,1.2746666666666666,0.0,0.989,20.8,21.789,-0.11557919519833101,-0.12446097204675334,0.6580875480525458,0,Rendah
Kamis,2026-07-09 10:15:00,1.1766666666666667,0.0,2.34,20.3,22.64,-0.2563386363210053,-0.12446097204675334,0.7238663209484005,0,Rendah
Kamis,2026-07-09 10:18:00,1.0153333333333334,0.0,2.66,21.6,24.26,-0.48806506320323123,-0.12446097204675334,0.8490856066020842,0,Rendah
Kamis,2026-07-09 10:21:00,1.2366666666666666,0.0,1.2,24.3,25.5,-0.17015938665406197,-0.12446097204675334,0.9449324672258913,0,Rendah
Kamis,2026-07-09 10:24:00,0.8850000000000001,0.0,0.866,19.8,20.666,-0.6752655444242031,-0.12446097204675334,0.5712843025037266,0,Rendah
Kamis,2026-07-09 10:27:00,1.0666666666666667,0.0,1.08,24.5,25.58,-0.4143339273770686,-0.12446097204675334,0.9511161356532336,0,Rendah
Kamis,2026-07-09 10:30:00,1.1139999999999999,0.0,1.3,21.1,22.400000000000002,-0.3463480748620355,-0.12446097204675334,0.7053153156663734,0,Rendah
Kamis,2026-07-09 10:33:00,1.0633333333333332,0.0,1.49,24.5,25.99,-0.41912166346967666,-0.12446097204675334,0.9828074363433634,0,Rendah
Kamis,2026-07-09 10:36:00,4.833333333333333,0.0,1.15,22.6,23.75,4.995807857269942,-0.12446097204675334,0.8096647203777763,2,Sedang
Kamis,2026-07-09 10:39:00,1.3233333333333333,0.0,1.25,20.6,21.85,-0.045678248246254625,-0.12446097204675334,0.6628025952283944,0,Rendah
Kamis,2026-07-09 10:42:00,1.23,0.0,1.11,22.0,23.11,-0.17973485883927784,-0.12446097204675334,0.760195372959037,0,Rendah
Kamis,2026-07-09 10:45:00,1.1533333333333333,0.0,1.19,26.6,27.790000000000003,-0.28985278896926125,-0.12446097204675334,1.1219399759585678,0,Rendah
Kamis,2026-07-09 10:48:00,1.2633333333333334,0.0,1.05,23.3,24.35,-0.13185749791319792,-0.12446097204675334,0.8560422335828444,0,Rendah
Kamis,2026-07-09 10:51:00,1.6766666666666665,11.1,0.809,16.5,17.309,0.4618217775701906,8.034647195462632,0.31180211612137115,1,Tinggi
Kamis,2026-07-09 10:54:00,1.4800000000000002,0.0,1.51,27.5,29.01,0.1793453481063206,-0.12446097204675334,1.2162409194755395,0,Rendah
Kamis,2026-07-09 10:57:00,1.21,0.0,0.871,19.3,20.171,-0.2084612753949257,-0.12446097204675334,0.5330228541095455,0,Rendah
Kamis,2026-07-09 11:00:00,0.874,0.0,0.884,19.6,20.484,-0.6910650735298095,-0.12446097204675334,0.5572164568315228,0,Rendah
Kamis,2026-07-09 11:03:00,0.9213333333333334,0.0,1.06,21.9,22.959999999999997,-0.6230792210147761,-0.12446097204675334,0.7486009946577699,0,Rendah
Kamis,2026-07-09 11:06:00,0.7996666666666666,0.0,1.27,24.2,25.47,-0.7978315883949674,-0.12446097204675334,0.9426135915656378,0,Rendah
Kamis,2026-07-09 11:09:00,0.7636666666666666,0.0,1.36,22.2,23.56,-0.8495391381951336,-0.12446097204675334,0.794978507862838,0,Rendah
Kamis,2026-07-09 11:12:00,1.837,0.0,1.26,24.6,25.860000000000003,0.6921118836246344,-0.12446097204675334,0.9727589751489324,2,Sedang
Kamis,2026-07-09 11:15:00,0.9723333333333333,0.0,1.31,25.9,27.209999999999997,-0.5498268587978743,-0.12446097204675334,1.077108379860335,0,Rendah
Kamis,2026-07-09 11:18:00,0.8833333333333333,0.0,1.41,29.4,30.81,-0.6776594124705072,-0.12446097204675334,1.3553734590907431,0,Rendah
Kamis,2026-07-09 11:21:00,0.9009999999999999,0.0,1.38,28.2,29.58,-0.652284411179685,-0.12446097204675334,1.260299557020354,0,Rendah
Kamis,2026-07-09 11:24:00,0.7723333333333334,0.0,1.3,23.6,24.900000000000002,-0.8370910243543526,-0.12446097204675334,0.8985549540208235,0,Rendah
Kamis,2026-07-09 11:27:00,0.7130000000000001,0.0,1.04,19.0,20.04,-0.9223127268027745,-0.12446097204675334,0.5228970970597723,0,Rendah
Kamis,2026-07-09 11:30:00,0.7256666666666667,0.0,0.83,17.6,18.43,-0.9041193296508644,-0.12446097204675334,0.39845076995950646,0,Rendah
Kamis,2026-07-09 11:33:00,0.961,0.0,0.957,21.2,22.157,-0.5661051615127414,-0.12446097204675334,0.6865324228183207,0,Rendah
Kamis,2026-07-09 11:36:00,1.0206666666666666,0.0,0.864,20.1,20.964000000000002,-0.4804046854550587,-0.12446097204675334,0.5943184673955773,0,Rendah
Kamis,2026-07-09 11:39:00,0.8576666666666667,0.0,1.61,27.0,28.61,-0.7145249803835886,-0.12446097204675334,1.1853225773388272,0,Rendah
