hari,Time,latency_ms,packet_loss_percent,bits_sent_mbps,bits_received_mbps,total_traffic_mbps
Kamis,2026-07-09 11:12:00,1.837,0.0,1.26,24.6,25.860000000000003
Kamis,2026-07-09 11:15:00,0.9723333333333333,0.0,1.31,25.9,27.209999999999997
Kamis,2026-07-09 11:18:00,0.8833333333333333,0.0,1.41,29.4,30.81
Kamis,2026-07-09 11:21:00,0.9009999999999999,0.0,1.38,28.2,29.58
Kamis,2026-07-09 11:24:00,0.7723333333333334,0.0,1.3,23.6,24.900000000000002
Kamis,2026-07-09 11:27:00,0.7130000000000001,0.0,1.04,19.0,20.04
Kamis,2026-07-09 11:30:00,0.7256666666666667,0.0,0.83,17.6,18.43
Kamis,2026-07-09 11:33:00,0.961,0.0,0.957,21.2,22.157
Kamis,2026-07-09 11:36:00,1.0206666666666666,0.0,0.864,20.1,20.964000000000002
Kamis,2026-07-09 11:39:00,0.8576666666666667,0.0,1.61,27.0,28.61
Kamis,2026-07-09 11:42:00,0.9746666666666667,0.0,1.43,25.8,27.23
Kamis,2026-07-09 11:45:00,0.6376666666666667,0.0,0.81,18.1,18.91
Kamis,2026-07-09 11:48:00,0.9039999999999999,0.0,0.84,18.6,19.44
Kamis,2026-07-09 11:51:00,0.931,0.0,0.966,19.4,20.366
Kamis,2026-07-09 11:54:00,0.8890000000000001,0.0,1.13,20.3,21.43
Kamis,2026-07-09 11:57:00,0.9943333333333334,0.0,0.599,10.5,11.099
Kamis,2026-07-09 12:00:00,0.9916666666666666,0.0,0.285,3.67,3.955
Kamis,2026-07-09 12:03:00,1.2146666666666668,0.0,0.23,3.4,3.63
Kamis,2026-07-09 12:06:00,0.9786666666666667,0.0,0.26,3.82,4.08
Kamis,2026-07-09 12:09:00,0.8649999999999999,0.0,0.289,3.92,4.209
Kamis,2026-07-09 12:12:00,0.8170000000000001,0.0,0.317,4.07,4.3870000000000005
Kamis,2026-07-09 12:15:00,3.973333333333333,0.0,2.12,11.2,13.32
Kamis,2026-07-09 12:18:00,0.8346666666666667,0.0,0.626,4.17,4.796
Kamis,2026-07-09 12:21:00,0.8140000000000001,0.0,3.99,3.76,7.75
Kamis,2026-07-09 12:24:00,0.767,0.0,0.506,7.49,7.996
Kamis,2026-07-09 12:27:00,1.1093333333333335,0.0,0.218,3.47,3.688
Kamis,2026-07-09 12:30:00,0.9406666666666667,0.0,0.473,6.97,7.443
Kamis,2026-07-09 12:33:00,0.9196666666666666,0.0,0.312,4.29,4.602
Kamis,2026-07-09 12:36:00,1.0016666666666667,0.0,0.559,8.44,8.998999999999999
Kamis,2026-07-09 12:39:00,1.2723333333333333,0.0,0.683,9.43,10.113
Kamis,2026-07-09 12:42:00,0.73,0.0,0.457,7.63,8.087
Kamis,2026-07-09 12:45:00,1.086,0.0,0.209,3.87,4.079
Kamis,2026-07-09 12:48:00,1.937,0.0,0.23,3.67,3.9
Kamis,2026-07-09 12:51:00,0.8523333333333333,0.0,0.234,3.93,4.164000000000001
Kamis,2026-07-09 12:54:00,0.8716666666666667,0.0,0.22,3.62,3.8400000000000003
Kamis,2026-07-09 12:57:00,1.0570000000000002,0.0,0.242,3.58,3.822
Kamis,2026-07-09 13:00:00,0.9209999999999999,0.0,0.18,3.38,3.56
Kamis,2026-07-09 13:03:00,0.9406666666666667,0.0,0.253,3.67,3.923
Kamis,2026-07-09 13:06:00,0.8343333333333334,0.0,3.0,5.05,8.05
Kamis,2026-07-09 13:09:00,0.9293333333333335,0.0,0.446,3.96,4.406
Kamis,2026-07-09 13:12:00,1.088,0.0,1.94,18.4,20.34
Kamis,2026-07-09 13:15:00,0.9853333333333333,0.0,3.43,17.0,20.43
Kamis,2026-07-09 13:18:00,0.8140000000000001,0.0,3.53,17.1,20.630000000000003
Kamis,2026-07-09 13:21:00,0.9483333333333333,0.0,3.88,17.1,20.98
Kamis,2026-07-09 13:24:00,1.1703333333333334,0.0,3.49,17.4,20.89
Kamis,2026-07-09 13:27:00,0.9183333333333333,0.0,3.42,18.4,21.82
Kamis,2026-07-09 13:30:00,1.9956666666666667,0.0,3.03,17.7,20.73
Kamis,2026-07-09 13:33:00,0.8733333333333334,0.0,2.76,17.8,20.560000000000002
Kamis,2026-07-09 13:36:00,0.709,0.0,2.47,16.5,18.97
Kamis,2026-07-09 13:39:00,0.5233333333333333,0.0,2.96,22.6,25.560000000000002
Kamis,2026-07-09 13:42:00,0.9323333333333333,0.0,2.7,17.0,19.7
Kamis,2026-07-09 13:45:00,1.165,0.0,2.91,12.6,15.51
Kamis,2026-07-09 13:48:00,0.9056666666666667,0.0,3.02,13.1,16.12
Kamis,2026-07-09 13:51:00,0.969,0.0,2.4,14.5,16.9
Kamis,2026-07-09 13:54:00,0.8763333333333333,0.0,3.01,15.9,18.91
Kamis,2026-07-09 13:57:00,1.1033333333333333,0.0,3.09,18.0,21.09
Kamis,2026-07-09 14:00:00,1.1900000000000002,0.0,3.37,16.0,19.37
Kamis,2026-07-09 14:03:00,1.045,0.0,2.73,15.8,18.53
Kamis,2026-07-09 14:06:00,0.9546666666666667,0.0,2.86,19.9,22.759999999999998
Kamis,2026-07-09 14:09:00,1.864,0.0,3.48,17.0,20.48
Kamis,2026-07-09 14:12:00,2.0386666666666664,0.0,2.41,12.3,14.71
Kamis,2026-07-09 14:15:00,0.851,0.0,3.31,12.8,16.11
Kamis,2026-07-09 14:18:00,1.034,0.0,1.78,13.0,14.78
Kamis,2026-07-09 14:21:00,0.785,0.0,0.915,10.5,11.415
Kamis,2026-07-09 14:24:00,1.1313333333333333,0.0,1.35,14.0,15.35
Kamis,2026-07-09 14:27:00,0.7993333333333333,0.0,2.02,13.2,15.219999999999999
Kamis,2026-07-09 14:30:00,1.137,0.0,2.83,12.6,15.43
Kamis,2026-07-09 14:33:00,1.0196666666666667,0.0,1.38,12.1,13.48
Kamis,2026-07-09 14:36:00,0.7483333333333334,0.0,0.704,13.9,14.604000000000001
Kamis,2026-07-09 14:39:00,3.3729999999999998,11.1,0.771,16.4,17.171
Kamis,2026-07-09 14:42:00,1.1533333333333333,0.0,2.01,19.9,21.909999999999997
Kamis,2026-07-09 14:45:00,3.4316666666666666,0.0,1.36,15.0,16.36
Kamis,2026-07-09 14:48:00,1.9633333333333332,0.0,0.721,15.5,16.221
Kamis,2026-07-09 14:51:00,1.8463333333333332,0.0,0.697,16.4,17.096999999999998
Kamis,2026-07-09 14:54:00,1.9923333333333335,0.0,1.63,18.1,19.73
Kamis,2026-07-09 14:57:00,1.0466666666666666,11.1,1.03,20.8,21.830000000000002
Kamis,2026-07-09 15:00:00,1.3196666666666665,0.0,2.95,14.9,17.85
Kamis,2026-07-09 15:03:00,2.1213333333333333,0.0,0.795,18.4,19.195
Kamis,2026-07-09 15:06:00,2.5829999999999997,0.0,1.32,18.5,19.82
Kamis,2026-07-09 15:09:00,1.6453333333333333,0.0,1.46,18.5,19.96
Kamis,2026-07-09 15:12:00,0.828,0.0,0.771,16.7,17.471
Kamis,2026-07-09 15:15:00,1.5273333333333332,11.1,1.06,18.6,19.66
Kamis,2026-07-09 15:18:00,2.793333333333333,0.0,1.19,24.1,25.290000000000003
Kamis,2026-07-09 15:21:00,3.0966666666666662,0.0,1.21,22.3,23.51
Kamis,2026-07-09 15:24:00,1.3746666666666665,0.0,0.972,19.2,20.172
Kamis,2026-07-09 15:27:00,2.2176666666666667,0.0,1.16,19.1,20.26
Kamis,2026-07-09 15:30:00,2.5533333333333332,0.0,3.05,17.6,20.650000000000002
Kamis,2026-07-09 15:33:00,1.5056666666666665,0.0,10.1,17.6,27.700000000000003
Kamis,2026-07-09 15:36:00,0.7776666666666667,0.0,9.06,19.0,28.060000000000002
Kamis,2026-07-09 15:39:00,0.707,0.0,0.828,20.5,21.328
Kamis,2026-07-09 15:42:00,1.8019999999999998,0.0,0.838,15.6,16.438
Kamis,2026-07-09 15:45:00,3.7433333333333336,0.0,0.804,17.5,18.304
Kamis,2026-07-09 15:48:00,1.6713333333333333,0.0,1.13,22.0,23.13
Kamis,2026-07-09 15:51:00,5.383333333333333,11.1,0.846,15.7,16.546
Kamis,2026-07-09 15:54:00,1.4653333333333334,11.1,1.34,14.8,16.14
Kamis,2026-07-09 15:57:00,1.9233333333333331,0.0,0.828,11.5,12.328
